entrez_id,essential_percent,category,ensembl_id,symbol,percent_matched_in_paralog,num_paralogs,WGD
80173,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
2628,0.0,Never,,,0.0,0,Singleton
9517,0.04121863799283154,Sometimes,ENSG00000100596,SPTLC2,0.6814950000000001,1,WGD
23107,0.6111111111111112,Sometimes,,,0.0,0,Singleton
117178,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
51705,0.0,Never,,,0.0,0,Singleton
55114,0.0,Never,ENSG00000140750,ARHGAP17,0.44381400000000004,2,WGD
9897,0.08602150537634409,Sometimes,,,0.0,0,Singleton
2029,0.14516129032258066,Sometimes,ENSG00000143420,ENSA,0.6423359999999999,1,WGD
3558,0.0,Never,,,0.0,0,Singleton
51506,0.053763440860215055,Sometimes,,,0.0,0,Singleton
245927,0.0,Never,,,0.0,0,Singleton
5682,1.0,Broadly,,,0.0,0,Singleton
5311,0.0,Never,ENSG00000118762,PKD2,0.409091,2,WGD
1215,0.0,Never,ENSG00000092009,CMA1,0.5303640000000001,8,SSD
10881,0.026881720430107527,Sometimes,ENSG00000187003,ACTL7A,0.5425289999999999,12,SSD
9923,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
7288,0.0017921146953405018,Sometimes,ENSG00000104804,TULP2,0.361538,3,WGD
79632,0.0,Never,ENSG00000111879,FAM184A,0.254386,1,SSD
84954,0.025089605734767026,Sometimes,,,0.0,0,Singleton
213,0.0,Never,ENSG00000163631,ALB,0.40229899999999996,2,SSD
8050,0.008960573476702509,Sometimes,ENSG00000110435,PDHX,0.317365,1,SSD
55179,0.03942652329749104,Sometimes,,,0.0,0,Singleton
30811,0.0,Never,ENSG00000142149,HUNK,0.240896,1,SSD
57758,0.0,Never,ENSG00000175356,SCUBE2,0.6456459999999999,2,WGD
127579,0.0035842293906810036,Sometimes,ENSG00000163354,DCST2,0.208279,1,SSD
26648,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
219333,0.0,Never,ENSG00000152484,USP12,0.8783780000000001,1,WGD
8161,0.1039426523297491,Sometimes,,,0.0,0,Singleton
54867,0.007168458781362007,Sometimes,,,0.0,0,Singleton
777,0.0,Never,ENSG00000198216,CACNA1E,0.597492,6,WGD
93664,0.0,Never,ENSG00000081803,CADPS2,0.7692899999999999,1,WGD
388272,0.012544802867383513,Sometimes,,,0.0,0,Singleton
8884,0.0,Never,ENSG00000138074,SLC5A6,0.420472,5,SSD
159686,0.007168458781362007,Sometimes,,,0.0,0,Singleton
925,0.0,Never,,,0.0,0,Singleton
25840,0.1003584229390681,Sometimes,ENSG00000185432,METTL7A,0.581967,1,SSD
6780,0.0,Never,ENSG00000124214,STAU1,0.407279,1,WGD
339291,0.0,Never,,,0.0,0,Singleton
9729,0.0,Never,,,0.0,0,Singleton
6119,1.0,Broadly,,,0.0,0,Singleton
399947,0.0,Never,,,0.0,0,Singleton
91746,0.5304659498207885,Sometimes,,,0.0,0,Singleton
6047,0.7724014336917563,Sometimes,,,0.0,0,Singleton
57657,0.0017921146953405018,Sometimes,ENSG00000143630,HCN3,0.682171,3,WGD
645432,0.0,Never,,,0.0,0,Singleton
4820,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
23217,0.0017921146953405018,Sometimes,ENSG00000105278,ZFR2,0.487753,1,WGD
825,0.007168458781362007,Sometimes,ENSG00000092529,CAPN3,0.471376,10,WGD
23765,0.0,Never,,,0.0,0,Singleton
5293,0.021505376344086023,Sometimes,ENSG00000171608,PIK3CD,0.571839,3,WGD
26009,0.08243727598566308,Sometimes,,,0.0,0,Singleton
8395,0.0,Never,ENSG00000107242,PIP5K1B,0.6185189999999999,5,WGD
5470,0.0,Never,ENSG00000156194,PPEF2,0.413015,1,WGD
23017,0.0,Never,ENSG00000135472,FAIM2,0.481013,3,WGD
602,0.0017921146953405018,Sometimes,ENSG00000069399,BCL3,0.257709,2,WGD
55031,0.005376344086021506,Sometimes,,,0.0,0,Singleton
92714,0.012544802867383513,Sometimes,ENSG00000197070,ARRDC1,0.24711300000000005,3,SSD
79812,0.0,Never,,,0.0,0,Singleton
1089,0.0,Never,ENSG00000105352,CEACAM4,0.590164,9,SSD
81789,0.0017921146953405018,Sometimes,ENSG00000164296,TIGD6,0.274472,7,SSD
25879,0.0,Never,,,0.0,0,Singleton
136306,0.0017921146953405018,Sometimes,ENSG00000157703,SVOPL,0.382114,1,SSD
1500,0.01971326164874552,Sometimes,ENSG00000198561,CTNND1,0.4628100000000001,4,WGD
55083,0.0017921146953405018,Sometimes,ENSG00000162849,KIF26B,0.38045500000000004,1,SSD
27333,0.0,Never,,,0.0,0,Singleton
2257,0.0,Never,ENSG00000114279,FGF12,0.596708,12,WGD
200539,0.0035842293906810036,Sometimes,ENSG00000163126,ANKRD23,0.429508,2,WGD
5537,0.9193548387096774,Broadly,,,0.0,0,Singleton
582,0.025089605734767026,Sometimes,,,0.0,0,Singleton
9172,0.0,Never,ENSG00000036448,MYOM2,0.466894,2,WGD
27324,0.0,Never,ENSG00000103460,TOX3,0.44618100000000005,3,WGD
3704,0.016129032258064516,Sometimes,,,0.0,0,Singleton
163702,0.1057347670250896,Sometimes,,,0.0,0,Singleton
390436,0.0,Never,ENSG00000176230,OR4K17,0.574344,10,SSD
26692,0.0017921146953405018,Sometimes,ENSG00000204704,OR2W1,0.578125,10,SSD
286151,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
26271,0.985663082437276,Broadly,,,0.0,0,Singleton
160492,0.0,Never,,,0.0,0,Singleton
10999,0.0017921146953405018,Sometimes,ENSG00000167114,SLC27A4,0.618974,5,WGD
100127983,0.010752688172043012,Sometimes,,,0.0,0,Singleton
9169,0.007168458781362007,Sometimes,,,0.0,0,Singleton
9263,0.0,Never,ENSG00000164543,STK17A,0.475845,4,WGD
55105,0.0035842293906810036,Sometimes,ENSG00000092978,GPATCH2,0.30871200000000004,1,WGD
7132,0.0,Never,ENSG00000067182,TNFRSF1A,0.252747,1,SSD
11136,0.0,Never,ENSG00000021488,SLC7A9,0.43326499999999996,7,SSD
727800,0.0,Never,,,0.0,0,Singleton
50852,0.0,Never,,,0.0,0,Singleton
25886,0.16129032258064516,Sometimes,ENSG00000164087,POC1A,0.584767,7,WGD
27098,0.0,Never,ENSG00000079101,CLUL1,0.20656400000000005,1,SSD
9129,0.9982078853046595,Broadly,,,0.0,0,Singleton
55109,0.0,Never,,,0.0,0,Singleton
1811,0.0,Never,ENSG00000091138,SLC26A3,0.4581150000000001,9,WGD
10983,0.0017921146953405018,Sometimes,ENSG00000118816,CCNI,0.297082,3,WGD
51398,0.22580645161290322,Sometimes,,,0.0,0,Singleton
2617,0.9946236559139785,Broadly,,,0.0,0,Singleton
51501,0.012544802867383513,Sometimes,,,0.0,0,Singleton
7433,0.0,Never,ENSG00000114812,VIPR1,0.487965,10,WGD
5651,0.0,Never,,,0.0,0,Singleton
2196,0.0,Never,ENSG00000086570,FAT2,0.44355,3,WGD
10787,0.5716845878136201,Sometimes,ENSG00000061676,NCKAP1,0.581129,1,WGD
7991,0.0035842293906810036,Sometimes,ENSG00000104723,TUSC3,0.637931,1,WGD
9411,0.034050179211469536,Sometimes,ENSG00000137962,ARHGAP29,0.29183200000000004,2,WGD
79161,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
9728,0.025089605734767026,Sometimes,ENSG00000138593,SECISBP2L,0.24341500000000002,1,WGD
400830,0.0,Never,,,0.0,0,Singleton
140609,0.0,Never,ENSG00000151414,NEK7,0.7880790000000001,2,WGD
103,0.24014336917562723,Sometimes,,,0.0,0,Singleton
3782,0.0,Never,ENSG00000143603,KCNN3,0.567024,3,WGD
6096,0.0,Never,ENSG00000198963,RORB,0.6383439999999999,9,WGD
390067,0.0,Never,ENSG00000181616,OR52H1,0.60625,4,SSD
10640,0.3978494623655914,Sometimes,,,0.0,0,Singleton
128367,0.0,Never,ENSG00000279111,OR10X1,0.47852799999999995,13,SSD
9878,0.08960573476702509,Sometimes,ENSG00000092203,TOX4,0.34460500000000005,3,WGD
25945,0.0,Never,ENSG00000177707,NECTIN3,0.285975,4,WGD
4779,0.010752688172043012,Sometimes,ENSG00000082641,NFE2L1,0.339378,2,WGD
1039,0.0035842293906810036,Sometimes,ENSG00000140743,CDR2,0.444934,1,SSD
80008,0.0,Never,,,0.0,0,Singleton
10379,0.0,Never,ENSG00000213928,IRF9,0.328244,4,WGD
7031,0.0,Never,ENSG00000160182,TFF1,0.392857,2,SSD
10420,0.0,Never,ENSG00000070759,TESK2,0.483363,2,WGD
55032,0.0035842293906810036,Sometimes,ENSG00000138459,SLC35A5,0.205189,1,SSD
55206,1.0,Broadly,ENSG00000139697,SBNO1,0.468772,1,SSD
146177,0.0,Never,,,0.0,0,Singleton
10584,0.0,Never,ENSG00000184374,COLEC10,0.465704,5,WGD
23478,0.0017921146953405018,Sometimes,ENSG00000140612,SEC11A,0.6648649999999999,1,WGD
346389,0.0017921146953405018,Sometimes,ENSG00000183742,MACC1,0.420188,1,WGD
727936,0.0,Never,ENSG00000172986,GXYLT2,0.501129,1,WGD
85378,0.8584229390681004,Sometimes,,,0.0,0,Singleton
51427,0.0,Never,ENSG00000196247,ZNF107,0.670188,20,WGD
7001,0.007168458781362007,Sometimes,ENSG00000167815,PRDX2,0.777778,3,WGD
11107,0.0,Never,,,0.0,0,Singleton
6175,0.9982078853046595,Broadly,,,0.0,0,Singleton
5052,0.05197132616487455,Sometimes,ENSG00000117450,PRDX1,0.7738689999999999,3,WGD
404636,0.0,Never,,,0.0,0,Singleton
26154,0.0,Never,ENSG00000144452,ABCA12,0.27514500000000003,5,WGD
126375,0.0017921146953405018,Sometimes,ENSG00000180884,ZNF792,0.5,26,WGD
10695,0.0,Never,ENSG00000137161,CNPY3,0.356115,1,WGD
10368,0.0017921146953405018,Sometimes,ENSG00000006116,CACNG3,0.7650790000000001,5,WGD
54822,0.5842293906810035,Sometimes,ENSG00000092439,TRPM7,0.560858,4,WGD
5469,0.6971326164874552,Sometimes,,,0.0,0,Singleton
23379,0.7508960573476703,Sometimes,,,0.0,0,Singleton
10713,0.4838709677419355,Sometimes,,,0.0,0,Singleton
28959,0.0,Never,ENSG00000106565,TMEM176B,0.28518499999999997,1,SSD
10247,0.005376344086021506,Sometimes,,,0.0,0,Singleton
3954,0.9713261648745519,Broadly,ENSG00000168924,LETM1,0.285521,1,WGD
389170,0.0,Never,,,0.0,0,Singleton
51807,0.0017921146953405018,Sometimes,ENSG00000183785,TUBA8,0.9086860000000001,9,SSD
3671,0.0,Never,ENSG00000129009,ISLR,0.528037,1,SSD
23647,0.0035842293906810036,Sometimes,ENSG00000132254,ARFIP2,0.532086,1,WGD
26577,0.0,Never,ENSG00000163710,PCOLCE2,0.448193,2,WGD
25853,0.0017921146953405018,Sometimes,ENSG00000198876,DCAF12,0.6357619999999999,2,SSD
79807,0.0,Never,,,0.0,0,Singleton
23414,0.0,Never,ENSG00000169946,ZFPM2,0.258905,1,WGD
163049,0.0,Never,ENSG00000173875,ZNF791,0.6336809999999999,31,WGD
5652,0.0,Never,ENSG00000052344,PRSS8,0.373178,8,WGD
22820,0.9838709677419355,Broadly,ENSG00000181789,COPG1,0.80778,1,WGD
79613,1.0,Broadly,,,0.0,0,Singleton
89872,0.043010752688172046,Sometimes,ENSG00000143595,AQP10,0.45847200000000005,3,WGD
84851,0.0,Never,ENSG00000183718,TRIM52,0.602694,1,WGD
157,0.0,Never,ENSG00000100077,GRK3,0.8415700000000002,6,WGD
119764,0.0,Never,ENSG00000172208,OR4X2,0.6072609999999999,8,SSD
257068,0.007168458781362007,Sometimes,ENSG00000240891,PLCXD2,0.46229499999999996,2,SSD
201627,0.0,Never,ENSG00000174839,DENND6A,0.554276,1,WGD
85406,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
147372,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
113730,0.0,Never,ENSG00000130487,KLHDC7B,0.321549,2,SSD
89777,0.0,Never,ENSG00000166634,SERPINB12,0.442353,10,WGD
1489,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
196264,0.0,Never,ENSG00000160588,MPZL3,0.24680900000000003,3,SSD
64224,0.0035842293906810036,Sometimes,ENSG00000122557,HERPUD2,0.37931,1,WGD
220441,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
200844,0.0,Never,,,0.0,0,Singleton
134553,0.0,Never,,,0.0,0,Singleton
1630,0.0,Never,ENSG00000187323,DCC,0.5114029999999999,3,WGD
1515,0.0,Never,ENSG00000136943,CTSV,0.7694610000000001,6,SSD
63925,0.3602150537634409,Sometimes,,,0.0,0,Singleton
1690,0.01971326164874552,Sometimes,ENSG00000100473,COCH,0.396364,1,WGD
4306,0.0,Never,ENSG00000151623,NR3C2,0.324187,3,WGD
55758,0.0017921146953405018,Sometimes,ENSG00000117625,RCOR3,0.549729,2,WGD
170506,0.7132616487455197,Sometimes,ENSG00000174953,DHX36,0.406746,5,SSD
152,0.0017921146953405018,Sometimes,ENSG00000184160,ADRA2C,0.5108229999999999,16,WGD
7024,0.0,Never,ENSG00000135457,TFCP2,0.73506,3,WGD
8909,0.0,Never,,,0.0,0,Singleton
57157,0.0,Never,ENSG00000006576,PHTF2,0.5552600000000001,1,WGD
11158,0.06272401433691756,Sometimes,ENSG00000079974,RABL2B,0.987395,2,WGD
23513,0.0035842293906810036,Sometimes,ENSG00000180900,SCRIB,0.210876,2,WGD
55920,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
27283,0.0,Never,ENSG00000137251,TINAG,0.462185,3,WGD
283149,0.06451612903225806,Sometimes,ENSG00000186174,BCL9L,0.353569,1,SSD
90338,0.0,Never,ENSG00000170949,ZNF160,0.600244,20,WGD
2744,0.03225806451612903,Sometimes,ENSG00000115419,GLS,0.599402,1,WGD
169841,0.0017921146953405018,Sometimes,ENSG00000175787,ZNF169,0.495854,4,WGD
55971,0.0017921146953405018,Sometimes,ENSG00000006453,BAIAP2L1,0.391389,2,WGD
283385,0.0,Never,,,0.0,0,Singleton
23214,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
137797,0.035842293906810034,Sometimes,ENSG00000197353,LYPD2,0.328,1,SSD
6717,0.008960573476702509,Sometimes,ENSG00000075142,SRI,0.606061,5,WGD
51751,0.0,Never,ENSG00000131097,HIGD1B,0.424242,2,WGD
5250,0.7311827956989247,Sometimes,,,0.0,0,Singleton
8767,0.0017921146953405018,Sometimes,ENSG00000104312,RIPK2,0.283333,2,WGD
9079,0.0,Never,ENSG00000169744,LDB2,0.753351,1,WGD
144455,0.0,Never,ENSG00000165891,E2F7,0.321625,1,WGD
84911,0.0,Never,ENSG00000161298,ZNF382,0.616364,5,SSD
10768,0.34050179211469533,Sometimes,ENSG00000168710,AHCYL1,0.8603770000000001,2,WGD
5058,0.0017921146953405018,Sometimes,ENSG00000149269,PAK1,0.7685350000000001,7,WGD
4902,0.0,Never,ENSG00000171119,NRTN,0.309645,3,SSD
10143,0.0,Never,ENSG00000166509,CLEC3A,0.417476,1,SSD
11343,0.005376344086021506,Sometimes,,,0.0,0,Singleton
285267,0.0017921146953405018,Sometimes,ENSG00000177873,ZNF619,0.443182,4,SSD
54437,0.012544802867383513,Sometimes,ENSG00000082684,SEMA5B,0.517012,3,WGD
1576,0.0,Never,ENSG00000160868,CYP3A4,0.884692,9,WGD
163051,0.0,Never,ENSG00000242852,ZNF709,0.574103,31,SSD
64106,0.005376344086021506,Sometimes,ENSG00000148734,NPFFR1,0.47674399999999995,9,WGD
9782,0.05555555555555555,Sometimes,,,0.0,0,Singleton
339883,0.0,Never,,,0.0,0,Singleton
23624,0.0,Never,ENSG00000142273,CBLC,0.4746840000000001,2,WGD
64393,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
26175,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
154215,0.0,Never,ENSG00000188580,NKAIN2,0.706731,3,WGD
26145,0.0035842293906810036,Sometimes,ENSG00000170604,IRF2BP1,0.494863,2,WGD
59338,0.0,Never,ENSG00000107679,PLEKHA1,0.460396,1,WGD
26205,0.014336917562724014,Sometimes,ENSG00000101216,GMEB2,0.39056599999999997,1,WGD
51351,0.0,Never,ENSG00000152926,ZNF117,0.7039340000000001,47,WGD
594857,0.0,Never,,,0.0,0,Singleton
6222,0.996415770609319,Broadly,,,0.0,0,Singleton
9899,0.0,Never,ENSG00000185518,SV2B,0.642753,2,WGD
2555,0.0,Never,ENSG00000151834,GABRA2,0.677104,9,WGD
390155,0.0,Never,ENSG00000181698,OR5T1,0.800613,6,SSD
25988,0.992831541218638,Broadly,,,0.0,0,Singleton
8844,0.0,Never,ENSG00000141068,KSR1,0.532808,2,WGD
387755,0.0,Never,,,0.0,0,Singleton
29107,0.2903225806451613,Sometimes,ENSG00000132661,NXT1,0.7428570000000001,1,SSD
11079,0.0931899641577061,Sometimes,,,0.0,0,Singleton
80820,0.0,Never,,,0.0,0,Singleton
9972,0.7132616487455197,Sometimes,,,0.0,0,Singleton
4607,0.0035842293906810036,Sometimes,ENSG00000134571,MYBPC3,0.493721,3,WGD
9687,0.0,Never,ENSG00000196208,GREB1,0.5033350000000001,1,WGD
8313,0.005376344086021506,Sometimes,ENSG00000168646,AXIN2,0.430605,1,WGD
1291,0.0,Never,ENSG00000142156,COL6A1,0.35700400000000004,2,SSD
84662,0.017921146953405017,Sometimes,ENSG00000126603,GLIS2,0.253817,4,SSD
55768,0.07706093189964158,Sometimes,,,0.0,0,Singleton
3306,0.0,Never,ENSG00000126803,HSPA2,0.86698,7,WGD
54558,0.0,Never,,,0.0,0,Singleton
4217,0.007168458781362007,Sometimes,ENSG00000197442,MAP3K5,0.557496,2,WGD
10527,0.996415770609319,Broadly,ENSG00000205339,IPO7,0.641618,1,WGD
91828,0.0,Never,ENSG00000205436,EXOC3L4,0.21606599999999998,3,SSD
2797,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
9986,0.008960573476702509,Sometimes,,,0.0,0,Singleton
64405,0.0035842293906810036,Sometimes,ENSG00000149654,CDH22,0.513285,11,WGD
57563,0.0017921146953405018,Sometimes,ENSG00000145332,KLHL8,0.385484,12,SSD
51548,0.0,Never,ENSG00000077463,SIRT6,0.374648,1,SSD
80063,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
8824,0.0,Never,ENSG00000172831,CES2,0.420546,12,WGD
5244,0.0035842293906810036,Sometimes,ENSG00000005471,ABCB4,0.75661,3,WGD
10651,0.035842293906810034,Sometimes,ENSG00000128654,MTX2,0.201521,1,SSD
29937,0.012544802867383513,Sometimes,,,0.0,0,Singleton
51179,0.05197132616487455,Sometimes,ENSG00000116882,HAO2,0.447802,1,WGD
84135,1.0,Broadly,,,0.0,0,Singleton
378925,0.0,Never,ENSG00000235631,RNF148,0.554098,5,SSD
161142,0.0,Never,,,0.0,0,Singleton
80856,0.0,Never,,,0.0,0,Singleton
11328,0.0,Never,ENSG00000122642,FKBP9,0.52488,1,WGD
23432,0.0,Never,,,0.0,0,Singleton
10153,0.9551971326164874,Broadly,,,0.0,0,Singleton
3837,1.0,Broadly,,,0.0,0,Singleton
93517,0.0,Never,ENSG00000184860,SDR42E1,0.468193,5,WGD
129530,0.0,Never,ENSG00000144214,LYG1,0.402062,1,SSD
51334,0.0,Never,ENSG00000184838,PRR16,0.246711,1,SSD
23592,0.01971326164874552,Sometimes,,,0.0,0,Singleton
84303,0.0,Never,ENSG00000159685,CHCHD6,0.344681,1,WGD
3418,0.0035842293906810036,Sometimes,ENSG00000182054,IDH2,0.6194689999999999,1,SSD
22925,0.0017921146953405018,Sometimes,ENSG00000153246,PLA2R1,0.339713,3,WGD
250,0.0,Never,ENSG00000163283,ALPP,0.906542,3,WGD
1745,0.005376344086021506,Sometimes,ENSG00000144355,DLX1,0.584314,6,WGD
26140,0.0017921146953405018,Sometimes,ENSG00000214021,TTLL3,0.322404,1,WGD
49860,0.0,Never,,,0.0,0,Singleton
3119,0.0,Never,ENSG00000179344,HLA-DQB1,0.788104,6,SSD
3310,0.023297491039426525,Sometimes,ENSG00000173110,HSPA6,0.8133750000000001,7,SSD
7293,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
3437,0.0,Never,ENSG00000119917,IFIT3,0.540816,4,SSD
401565,0.04121863799283154,Sometimes,,,0.0,0,Singleton
9333,0.0,Never,ENSG00000104055,TGM5,0.48611099999999996,8,WGD
51611,0.17025089605734767,Sometimes,,,0.0,0,Singleton
54187,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
100129128,0.0017921146953405018,Sometimes,ENSG00000256980,KHDC1L,0.84375,1,SSD
157657,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
6895,0.008960573476702509,Sometimes,ENSG00000139546,TARBP2,0.407104,1,WGD
10439,0.0,Never,ENSG00000130558,OLFM1,0.65567,5,WGD
115557,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
79094,0.0035842293906810036,Sometimes,ENSG00000128965,CHAC1,0.34469700000000003,1,WGD
177,0.0,Never,,,0.0,0,Singleton
3235,0.008960573476702509,Sometimes,ENSG00000128709,HOXD9,0.400568,6,WGD
6814,0.11827956989247312,Sometimes,ENSG00000116266,STXBP3,0.49831099999999995,2,WGD
6253,0.035842293906810034,Sometimes,,,0.0,0,Singleton
27115,0.0,Never,ENSG00000171408,PDE7B,0.577778,2,WGD
2894,0.0,Never,ENSG00000182771,GRID1,0.5629339999999999,10,WGD
65988,0.0035842293906810036,Sometimes,ENSG00000169955,ZNF747,0.836364,6,SSD
345456,0.0,Never,ENSG00000196570,PFN3,0.43795600000000007,2,SSD
440503,0.0017921146953405018,Sometimes,ENSG00000214456,PLIN5,0.360691,3,WGD
2900,0.0,Never,ENSG00000149403,GRIK4,0.6558579999999999,11,WGD
55651,0.967741935483871,Broadly,,,0.0,0,Singleton
55696,1.0,Broadly,,,0.0,0,Singleton
25895,0.034050179211469536,Sometimes,ENSG00000123427,EEF1AKMT3,0.40708,3,WGD
8325,0.0,Never,ENSG00000177283,FZD8,0.5850139999999999,9,WGD
83873,0.17921146953405018,Sometimes,ENSG00000156097,GPR61,0.259424,1,WGD
7621,0.0,Never,ENSG00000187792,ZNF70,0.36995500000000003,1,WGD
3791,0.0035842293906810036,Sometimes,ENSG00000128052,KDR,0.437316,6,WGD
127294,0.0017921146953405018,Sometimes,ENSG00000142661,MYOM3,0.4175370000000001,2,WGD
55069,0.0,Never,,,0.0,0,Singleton
57192,0.0,Never,ENSG00000090674,MCOLN1,0.524138,2,WGD
2622,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
6678,0.0,Never,ENSG00000113140,SPARC,0.5148510000000001,1,WGD
51693,0.06810035842293907,Sometimes,,,0.0,0,Singleton
81554,0.7096774193548387,Sometimes,ENSG00000274523,RCC1L,0.23922399999999996,1,SSD
285527,0.0,Never,ENSG00000075539,FRYL,0.611683,1,WGD
127262,0.0035842293906810036,Sometimes,ENSG00000158109,TPRG1L,0.448529,1,WGD
146310,0.0,Never,,,0.0,0,Singleton
8729,0.978494623655914,Broadly,,,0.0,0,Singleton
11066,0.992831541218638,Broadly,ENSG00000184209,SNRNP35,0.374502,1,SSD
53405,0.0,Never,ENSG00000112782,CLIC5,0.514634,5,WGD
5118,0.007168458781362007,Sometimes,ENSG00000106333,PCOLCE,0.414254,2,WGD
145264,0.0,Never,ENSG00000165953,SERPINA12,0.384058,11,WGD
115294,0.0035842293906810036,Sometimes,ENSG00000168300,PCMTD1,0.6694680000000001,1,WGD
4669,0.26523297491039427,Sometimes,,,0.0,0,Singleton
79788,0.0,Never,ENSG00000197497,ZNF665,0.7241890000000001,20,WGD
8985,0.0017921146953405018,Sometimes,ENSG00000106397,PLOD3,0.577236,2,WGD
51559,0.0,Never,ENSG00000111696,NT5DC3,0.605839,3,WGD
81490,0.0035842293906810036,Sometimes,ENSG00000174915,PTDSS2,0.275154,1,SSD
1413,0.0017921146953405018,Sometimes,ENSG00000196431,CRYBA4,0.663265,11,WGD
84060,0.989247311827957,Broadly,,,0.0,0,Singleton
10317,0.0,Never,ENSG00000183778,B3GALT5,0.366242,11,WGD
4804,0.016129032258064516,Sometimes,,,0.0,0,Singleton
3309,1.0,Broadly,ENSG00000044574,HSPA5,0.6284399999999999,7,SSD
51513,0.0017921146953405018,Sometimes,ENSG00000010030,ETV7,0.49266899999999997,1,WGD
3118,0.0,Never,ENSG00000237541,HLA-DQA2,0.8941180000000001,5,SSD
64800,0.0,Never,,,0.0,0,Singleton
255027,0.01971326164874552,Sometimes,,,0.0,0,Singleton
727897,0.0017921146953405018,Sometimes,ENSG00000117983,MUC5B,0.283929,1,WGD
29104,0.6666666666666666,Sometimes,,,0.0,0,Singleton
129025,0.0,Never,ENSG00000169548,ZNF280A,0.638376,3,SSD
4070,0.0,Never,ENSG00000184292,TACSTD2,0.473684,1,SSD
7389,0.5985663082437276,Sometimes,,,0.0,0,Singleton
220107,0.0,Never,,,0.0,0,Singleton
29943,0.0,Never,ENSG00000142623,PADI1,0.577677,4,SSD
55544,0.035842293906810034,Sometimes,ENSG00000132819,RBM38,0.661088,1,WGD
7049,0.0,Never,,,0.0,0,Singleton
550,0.007168458781362007,Sometimes,,,0.0,0,Singleton
90273,0.0,Never,ENSG00000007129,CEACAM21,0.481229,15,SSD
51808,0.9444444444444444,Broadly,,,0.0,0,Singleton
23389,0.035842293906810034,Sometimes,ENSG00000123066,MED13L,0.527602,1,WGD
284306,0.0,Never,ENSG00000152433,ZNF547,0.6442789999999999,26,WGD
140766,0.0,Never,ENSG00000138316,ADAMTS14,0.544046,10,WGD
79654,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
126206,0.0,Never,ENSG00000171487,NLRP5,0.344167,10,WGD
493829,0.0,Never,ENSG00000177238,TRIM72,0.331237,9,WGD
4712,0.5752688172043011,Sometimes,,,0.0,0,Singleton
9820,0.15591397849462366,Sometimes,ENSG00000044090,CUL7,0.5718289999999999,1,SSD
138639,0.0,Never,,,0.0,0,Singleton
1053,0.017921146953405017,Sometimes,ENSG00000092067,CEBPE,0.3879,3,WGD
54953,0.11827956989247312,Sometimes,,,0.0,0,Singleton
57828,0.010752688172043012,Sometimes,,,0.0,0,Singleton
374378,0.0,Never,ENSG00000110328,GALNT18,0.499176,7,SSD
57763,0.005376344086021506,Sometimes,ENSG00000164331,ANKRA2,0.42492,1,WGD
79923,0.03763440860215054,Sometimes,ENSG00000111704,NANOG,0.9901639999999999,1,SSD
80237,0.04838709677419355,Sometimes,,,0.0,0,Singleton
22847,0.0,Never,,,0.0,0,Singleton
129804,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
51104,0.0,Never,ENSG00000107362,ABHD17B,0.767918,2,WGD
2114,0.0,Never,ENSG00000157557,ETS2,0.5202559999999999,6,WGD
23385,0.005376344086021506,Sometimes,,,0.0,0,Singleton
8531,0.016129032258064516,Sometimes,ENSG00000060138,YBX3,0.518817,2,WGD
29954,0.0,Never,ENSG00000009830,POMT2,0.308,1,SSD
5094,0.996415770609319,Broadly,ENSG00000197111,PCBP2,0.8251370000000001,4,WGD
344658,0.0,Never,,,0.0,0,Singleton
23424,0.0,Never,,,0.0,0,Singleton
79829,0.08781362007168458,Sometimes,,,0.0,0,Singleton
51535,0.05555555555555555,Sometimes,,,0.0,0,Singleton
9588,0.01971326164874552,Sometimes,,,0.0,0,Singleton
10818,0.005376344086021506,Sometimes,ENSG00000166225,FRS2,0.468504,1,WGD
92822,0.0035842293906810036,Sometimes,ENSG00000158805,ZNF276,0.214984,1,SSD
27239,0.0035842293906810036,Sometimes,ENSG00000250510,GPR162,0.42517,1,SSD
55839,0.996415770609319,Broadly,,,0.0,0,Singleton
89797,0.0035842293906810036,Sometimes,ENSG00000166833,NAV2,0.5518489999999999,2,WGD
