,A1,A2,ttest_p,A2_expr_A1_NE,A2_expr_A1_E,ttest_p_correct,SL,A1_ensembl,A2_ensembl,percent_matched_in_paralog,WGD,any_complex,any_essential,same_complex,same_chr,closest,A1_entrez,A2_entrez
396,ZMYM4,ZMYM6,0.5192180643101638,3.039214942656208,3.174116914538333,0.7889483864718063,False,ENSG00000146463,ENSG00000163867,0.392765,SSD,False,False,False,True,True,9202,9204
397,P3H4,CRTAP,0.5979438880846151,6.555597853708661,6.45342626614921,0.8411909763541491,False,ENSG00000141696,ENSG00000170275,0.491991,WGD,False,False,False,False,True,10609,10491
398,ATP1B3,ATP1B2,0.0050220144181440775,0.28817787188467464,0.4857472283550645,0.0375927745950785,False,ENSG00000069849,ENSG00000129244,0.4623660000000001,WGD,False,False,False,False,True,483,482
399,TKT,TKTL2,0.8645469373816078,0.014937931360924918,0.015493547728792197,0.9536754876271344,False,ENSG00000163931,ENSG00000151005,0.6576860000000001,WGD,False,False,False,False,True,7086,84076
400,SCRT1,SCRT2,0.9114693920454272,0.113095126370143,0.12525728779871154,0.9665330664688356,False,ENSG00000261678,ENSG00000215397,0.560345,SSD,False,False,False,False,True,83482,85508
401,INTS6,INTS6L,1.1762423448749088e-16,2.922912777715,2.0314534766744035,6.292896545080763e-15,True,ENSG00000102786,ENSG00000165359,0.590755,WGD,True,True,False,False,True,26512,203522
402,GRIN2A,GRIN2B,0.5543540819928003,0.10001536599052327,0.0419102262398,0.8113010001876875,False,ENSG00000183454,ENSG00000273079,0.520492,SSD,True,False,False,False,True,2903,2904
403,RANBP2,RGPD6,0.9572323174241598,2.9311959424536878,2.940663746558694,0.9837319691494616,False,ENSG00000153201,ENSG00000183054,0.50062,SSD,False,False,False,True,True,5903,729540
404,IDH1,IDH2,0.17762310827902206,5.692428964740144,6.4367083680600015,0.4607586000030982,False,ENSG00000138413,ENSG00000182054,0.6763290000000001,SSD,True,False,False,False,True,3417,3418
405,EAF1,EAF2,2.334239026787229e-20,2.8020469129127754,1.8287031229022024,2.0218956141552237e-18,True,ENSG00000144597,ENSG00000145088,0.5298510000000001,WGD,True,True,False,True,True,85403,55840
406,PGLYRP1,PGLYRP3,0.6737931479077169,0.1273547013178762,0.07046880176452308,0.8750685359799606,False,ENSG00000008438,ENSG00000159527,0.397959,SSD,False,False,False,False,True,8993,114771
407,NFE2L3,NFE2L1,0.97289101784897,6.879289424957202,6.870685797765455,0.9911679527240452,False,ENSG00000050344,ENSG00000082641,0.377522,WGD,True,False,False,False,True,9603,4779
408,NFE2L2,NFE2L1,0.3180625398351541,6.867181471959598,6.983201929179997,0.6412279201310267,False,ENSG00000116044,ENSG00000082641,0.310744,WGD,True,False,False,False,True,4780,4779
409,SYNPO2L,SYNPO2,0.8528590535401643,0.5770632710132934,0.5455772429647847,0.9483424818280622,False,ENSG00000166317,ENSG00000172403,0.31218,WGD,False,False,False,False,True,79933,171024
410,DENND2C,DENND2A,0.8893893091217457,1.2477334796244766,1.198697248505239,0.9598766122749156,False,ENSG00000175984,ENSG00000146966,0.471983,WGD,False,False,False,False,True,163259,27147
411,PPP1R3E,PPP1R3D,0.3334585808689565,2.184449150381734,2.0464722187202,0.6522162995705719,False,ENSG00000235194,ENSG00000132825,0.365591,WGD,False,False,False,False,True,90673,5509
412,ARID4B,ARID4A,0.8362615670593431,2.8893610526307056,2.928693821464,0.9421859565704441,False,ENSG00000054267,ENSG00000032219,0.434451,WGD,True,True,True,False,True,51742,5926
413,CUL9,CUL7,0.7166020376163117,3.691287694734361,3.570193818996666,0.9009869876383342,False,ENSG00000112659,ENSG00000044090,0.40484699999999996,SSD,True,False,True,True,True,23113,9820
414,EIF4E2,EIF4E,0.7959428593560818,6.775673824948122,6.798890179567593,0.9310739943207156,False,ENSG00000135930,ENSG00000151247,0.302041,SSD,True,True,False,False,True,9470,1977
415,IL6ST,CSF3R,0.24517107042641376,0.39731248622113774,0.9437297330996144,0.5532119434998416,False,ENSG00000134352,ENSG00000119535,0.236383,WGD,True,True,False,False,True,3572,1441
416,IL12RB2,CSF3R,0.4792145654987591,0.4117759820770806,0.22141889225694547,0.7661835206290247,False,ENSG00000081985,ENSG00000119535,0.204176,SSD,True,False,False,True,True,3595,1441
417,BCAN,NCAN,0.8527238740063586,0.1585246655235943,0.17389558311774886,0.9483424818280622,False,ENSG00000132692,ENSG00000130287,0.35126199999999996,SSD,False,False,False,False,True,63827,1463
418,IMPDH1,IMPDH2,0.6693542005072108,7.561017907024237,7.602037728790727,0.8726989378865161,False,ENSG00000106348,ENSG00000178035,0.721202,WGD,False,False,False,False,True,3614,3615
419,SLC12A4,SLC12A6,0.36276853823838573,2.9331215188812783,2.611650135044125,0.6764428473675919,False,ENSG00000124067,ENSG00000140199,0.74517,SSD,False,False,False,False,True,6560,9990
420,IPO5,RANBP6,0.0542841790059869,3.6891789775509007,3.844099204078364,0.2209013906306268,False,ENSG00000065150,ENSG00000137040,0.777579,WGD,False,False,False,False,True,3843,26953
421,ASF1A,ASF1B,0.13906794603503408,5.570002987450837,5.4068431294403965,0.3996281103281627,False,ENSG00000111875,ENSG00000105011,0.705882,SSD,True,True,True,False,True,25842,55723
422,STK3,STK4,0.8551964131243579,4.162269493096947,4.2087961461228565,0.9491732029727212,False,ENSG00000104375,ENSG00000101109,0.7263970000000001,WGD,True,False,True,False,True,6788,6789
423,NCKAP1,NCKAP1L,3.0560108056199296e-17,1.5316327397309115,0.2371036087697669,1.7371511423195789e-15,True,ENSG00000061676,ENSG00000123338,0.581129,WGD,True,False,False,False,True,10787,3071
424,KLF10,KLF11,0.4533421348183623,2.535710585879062,2.220228055606667,0.7475551489293077,False,ENSG00000155090,ENSG00000172059,0.383333,WGD,True,True,False,False,True,7071,8462
425,HIST1H2BK,HIST1H2BC,0.008003727173974956,2.979690953045348,1.9789088425249999,0.05332886347787709,True,ENSG00000197903,ENSG00000180596,0.992064,SSD,False,False,False,True,True,85236,8347
426,PLAC8,CNFN,0.3887795508620859,1.761050583722791,1.3815817341039998,0.6988043508084331,False,ENSG00000145287,ENSG00000105427,0.365217,SSD,False,False,False,False,True,51316,84518
427,GNB2,GNB1,0.08423689435418731,7.501302767754803,7.216071856214117,0.29145520137320435,False,ENSG00000172354,ENSG00000078369,0.902941,WGD,True,False,False,False,True,2783,2782
428,ABHD13,ABHD17C,0.2215320163941927,3.5976798266259813,3.26373567312915,0.519957081059402,False,ENSG00000139826,ENSG00000136379,0.21365,SSD,False,False,False,False,True,84945,58489
429,ABHD17A,ABHD17C,0.1147520941948508,3.6292118949587326,3.4375638876072943,0.3592668835463573,False,ENSG00000129968,ENSG00000136379,0.6565100000000001,WGD,False,False,False,False,True,81926,58489
430,RASSF4,RASSF2,0.004174024924614979,1.2760807006614392,2.7185644024553226,0.0325860572440972,False,ENSG00000107551,ENSG00000101265,0.548287,WGD,False,False,False,False,True,83937,9770
431,RAF1,ARAF,0.99098336860885,5.0610472807254805,5.062248473976296,0.9948116708054624,False,ENSG00000132155,ENSG00000078061,0.574074,WGD,True,True,False,False,True,5894,369
432,NRAS,KRAS,0.17003801896267964,4.054236964926259,3.856614933360573,0.4518860270322281,False,ENSG00000213281,ENSG00000133703,0.867725,WGD,True,False,False,False,True,4893,3845
433,HRAS,KRAS,0.6436805364714304,4.037475744152063,4.103279777599444,0.8609227175305382,False,ENSG00000174775,ENSG00000133703,0.867725,WGD,True,True,False,False,True,3265,3845
434,CSDC2,CARHSP1,0.042915281097417685,6.597910267082616,6.203259155585791,0.18973558864413084,False,ENSG00000172346,ENSG00000153048,0.6013069999999999,WGD,False,False,False,False,True,27254,23589
435,ANKRD40,ANKRD40CL,0.4433418234076684,0.21443338514139731,0.3771332411257067,0.7428049903022395,False,ENSG00000154945,ENSG00000167117,0.206522,SSD,False,False,False,True,True,91369,55018
436,HIST1H2AG,HIST1H2AI,0.9376912618917479,1.6348267419173996,1.6464728557902657,0.9784128884510463,False,ENSG00000196787,ENSG00000196747,1.0,SSD,False,False,False,True,True,8969,8329
437,HIST1H2AD,HIST1H2AI,0.7258579176077327,1.6303553755760896,1.675844876066478,0.9043394192660724,False,ENSG00000196866,ENSG00000196747,0.992308,SSD,False,False,False,True,True,3013,8329
438,HIST1H2AH,HIST1H2AI,0.21218648665019044,1.6457954219751902,1.3560065181727898,0.5078516042324953,False,ENSG00000274997,ENSG00000196747,1.0,SSD,False,False,False,True,True,85235,8329
439,PAPSS1,PAPSS2,0.002969540706390123,2.9293460872510337,0.6052507934819287,0.024857336707223888,True,ENSG00000138801,ENSG00000198682,0.748397,WGD,False,False,False,False,True,9061,9060
440,CAPN11,CAPN1,0.2771050447318359,6.437333600042063,6.894533315554999,0.5957225175931368,False,ENSG00000137225,ENSG00000014216,0.525034,WGD,True,False,False,False,True,11131,823
441,ARID1B,ARID1A,0.0012865489170645714,4.885534906988469,4.357262267265834,0.012188710834064871,True,ENSG00000049618,ENSG00000117713,0.530903,WGD,True,True,True,False,True,57492,8289
442,EXTL1,EXT1,0.006536258561378654,4.993351643742324,3.8114839209608338,0.047110837197099666,True,ENSG00000158008,ENSG00000182197,0.477811,WGD,True,False,False,False,True,2134,2131
443,EXT2,EXT1,0.0008102762762686392,4.894036526128625,5.574672567538833,0.008161465688828255,False,ENSG00000151348,ENSG00000182197,0.330226,SSD,True,False,True,False,True,2132,2131
444,PITPNM1,PITPNM2,0.4794823485068792,2.2790822359645047,2.075017590191538,0.7661835206290247,False,ENSG00000110697,ENSG00000090975,0.576367,SSD,False,False,False,False,True,9600,57605
445,ZMIZ1,ZMIZ2,0.11736815159013232,5.0412178054859424,4.7357077398511125,0.3642448946008201,False,ENSG00000108175,ENSG00000122515,0.536082,WGD,False,False,False,False,True,57178,83637
446,GABPA,ETS2,0.4739676303367919,4.043675911331772,4.136899774245351,0.7618656576004876,False,ENSG00000154727,ENSG00000157557,0.292952,SSD,True,True,False,True,True,2551,2114
447,HOXA13,HOXC13,0.09519438143382164,1.5981228169093562,0.7657791438999001,0.31948077459063023,False,ENSG00000106031,ENSG00000123364,0.438144,WGD,False,False,False,False,True,3209,3229
448,PARD6G,PARD6B,0.0816913830000122,1.7118763547624711,1.1329560115406998,0.2849877058567136,False,ENSG00000178184,ENSG00000124171,0.539894,WGD,True,True,False,False,True,84552,84612
449,CDH24,CDH11,0.3071205714245853,1.6968967116702405,1.0188008252678769,0.630368439761197,False,ENSG00000139880,ENSG00000140937,0.5299149999999999,WGD,True,False,False,False,True,64403,1009
450,STEAP2,STEAP3,0.014516651935450271,3.9609431201314034,3.2150536594556263,0.08601234485532262,True,ENSG00000157214,ENSG00000115107,0.518367,SSD,False,False,False,False,True,261729,55240
451,POU2F1,POU2F2,0.9279020691858892,1.1180878870594062,1.1638094435450002,0.974511468735065,False,ENSG00000143190,ENSG00000028277,0.332898,WGD,True,False,True,False,True,5451,5452
452,ARL4D,ARL4A,6.60389986798228e-05,4.678570528668163,4.233273876359167,0.0008642081913568178,True,ENSG00000175906,ENSG00000122644,0.6019899999999999,WGD,False,False,False,False,True,379,10124
453,FOXC2,FOXC1,0.42255927385291,2.2392710883600664,2.0569500979186186,0.7226613772419077,False,ENSG00000176692,ENSG00000054598,0.536926,WGD,False,False,False,False,True,2303,2296
454,PRKAR1A,PRKAR1B,3.108588065450143e-05,4.037200539963211,3.4127642096118866,0.0004452379284294338,True,ENSG00000108946,ENSG00000188191,0.8136479999999999,WGD,False,False,False,False,True,5573,5575
455,HAPLN4,HAPLN1,0.3520422309126205,0.4695684980372439,0.18615522340399998,0.6733594301052122,False,ENSG00000187664,ENSG00000145681,0.422886,WGD,False,False,False,False,True,404037,1404
456,DBF4,DBF4B,0.17475435616578688,4.192778407019502,4.10423336681921,0.4592196986038082,False,ENSG00000006634,ENSG00000161692,0.200297,SSD,True,True,False,False,True,10926,80174
457,CACNA1G,CACNA1H,0.3706197466451323,1.099593206852083,0.8201305803086082,0.6812893377046984,False,ENSG00000006283,ENSG00000196557,0.5477489999999999,WGD,False,False,False,False,True,8913,8912
458,STT3A,STT3B,0.011165512210731868,6.097589145763194,5.860993682428948,0.06955502298397695,True,ENSG00000134910,ENSG00000163527,0.575887,SSD,True,True,False,False,True,3703,201595
459,PRDX1,PRDX2,3.4963809083994434e-10,7.2656670774940135,5.057950238335034,1.0965373917894116e-08,True,ENSG00000117450,ENSG00000167815,0.7738689999999999,WGD,True,False,False,False,True,5052,7001
460,ACSL3,ACSL4,0.17455806887741385,4.433731472947935,4.582325351878953,0.4592196986038082,False,ENSG00000123983,ENSG00000068366,0.6430560000000001,WGD,False,False,False,False,True,2181,2182
461,ZC3H11A,ZC3H11B,0.5519520553910361,0.4024363565964328,0.3789764694923098,0.8099735086580331,False,ENSG00000058673,ENSG00000215817,0.92716,SSD,False,False,False,True,True,9877,643136
462,PEX11B,PEX11A,0.5902119902281571,2.4097823500270485,2.4943935171069,0.8361336528232225,False,ENSG00000131779,ENSG00000166821,0.3861,WGD,False,False,False,False,True,8799,8800
463,PPP1R1A,PPP1R1C,0.913109091263614,1.5133179405559454,1.57025526081505,0.9665330664688356,False,ENSG00000135447,ENSG00000150722,0.280702,SSD,False,False,False,False,True,5502,151242
464,ATG9A,ATG9B,0.4130288246061053,1.2860438985714924,1.1057236611530097,0.7177477530208478,False,ENSG00000198925,ENSG00000181652,0.429082,WGD,False,False,False,False,True,79065,285973
465,RADIL,RASIP1,0.550760078439044,0.8516605632520917,0.5819527628159167,0.8093687696199492,False,ENSG00000157927,ENSG00000105538,0.285581,WGD,False,False,False,False,True,55698,54922
466,ZDHHC8,ZDHHC5,0.7192595007338585,5.3013928543371245,5.24313426548,0.9023231546925821,False,ENSG00000099904,ENSG00000156599,0.457584,WGD,False,False,False,False,True,29801,25921
467,YTHDF2,YTHDF3,0.0012365719169040712,4.6341120326170975,4.442513179313576,0.011776567103918877,True,ENSG00000198492,ENSG00000185728,0.656304,WGD,False,False,False,False,True,51441,253943
468,RPL26L1,RPL26,0.03855012249679745,11.213630686416698,11.393740956628609,0.17747677934318856,False,ENSG00000037241,ENSG00000161970,0.972414,SSD,True,True,False,False,True,51121,6154
469,SAXO1,SAXO2,0.003775821244086321,1.2726079724790251,0.61829389174394,0.03025647067397805,True,ENSG00000155875,ENSG00000188659,0.26371300000000003,WGD,False,False,False,False,True,158297,283726
470,SLC2A1,SLC2A4,0.1942829199452129,0.3955214221478703,0.4494940757727205,0.4827877477873528,False,ENSG00000117394,ENSG00000181856,0.662602,WGD,True,True,False,False,True,6513,6517
471,IRF2,IRF1,0.05055105682725474,4.399218681882823,5.167505260786666,0.21138476406615253,False,ENSG00000168310,ENSG00000125347,0.358166,WGD,False,False,False,False,True,3660,3659
472,MAPK6,MAPK4,0.4534428490459525,0.4034642202787893,0.1444958838715111,0.7475551489293077,False,ENSG00000069956,ENSG00000141639,0.4493760000000001,WGD,True,False,False,False,True,5597,5596
473,FLT3,CSF1R,0.025388132388372085,0.6860894041277157,1.4099284561158,0.1289972424984604,False,ENSG00000122025,ENSG00000182578,0.305136,WGD,False,False,False,False,True,2322,1436
474,HSP90AB1,HSP90AA1,3.865014170510733e-05,9.64631853253506,9.112303228583636,0.0005366763951266429,True,ENSG00000096384,ENSG00000080824,0.870166,WGD,True,True,True,False,True,3326,3320
475,HSP90B1,HSP90AA1,0.6434192008139827,9.61669270332857,9.582959541454905,0.8609227175305382,False,ENSG00000166598,ENSG00000080824,0.43462,SSD,True,True,False,False,True,7184,3320
476,ROCK1,ROCK2,0.0048640018663183215,3.7170781377309376,3.0272929999309097,0.036712113671506334,True,ENSG00000067900,ENSG00000134318,0.657312,WGD,True,False,False,False,True,6093,9475
477,SAFB2,SAFB,0.9181902524466544,6.1954519449185605,6.173992323675714,0.9678806989405224,False,ENSG00000130254,ENSG00000160633,0.6736620000000001,SSD,False,False,False,True,True,9667,6294
478,CNIH4,CNIH1,0.667095419456707,6.6889441593532135,6.7262655373319875,0.8726989378865161,False,ENSG00000143771,ENSG00000100528,0.366906,SSD,False,False,False,False,True,29097,10175
479,ZNF283,ZNF546,0.006878990955059631,1.0235144745075209,1.5199423133410908,0.048312295549241185,False,ENSG00000167637,ENSG00000187187,0.435935,SSD,False,False,False,True,True,284349,339327
480,STAMBP,STAMBPL1,0.4064907659666221,2.702787801290874,2.5950612890666935,0.7144026118775706,False,ENSG00000124356,ENSG00000138134,0.549528,WGD,True,False,False,False,True,10617,57559
481,BRD1,BRPF3,0.17814680888160378,3.9388793086356864,3.7687566604928127,0.4608076778548771,False,ENSG00000100425,ENSG00000096070,0.5391090000000001,WGD,True,False,False,False,True,23774,27154
482,FAM189B,FAM189A1,0.0008121084605156207,0.4478242614962306,1.2961198864757462,0.008161465688828255,False,ENSG00000160767,ENSG00000104059,0.263473,SSD,False,False,False,False,True,10712,23359
483,ZP3,POMZP3,0.0965622435882358,3.00392043963224,3.667629033226667,0.3213813950712188,False,ENSG00000188372,ENSG00000146707,0.27358499999999997,SSD,True,False,False,True,True,7784,22932
484,SLC25A22,SLC25A18,0.5830634162215818,0.5048572729630799,0.38130536020310996,0.8313006782431616,False,ENSG00000177542,ENSG00000182902,0.6439630000000001,SSD,False,False,False,False,True,79751,83733
485,ADAM30,ADAM21,0.8987078486367045,0.31603648605590545,0.3319546195849143,0.9626791579461104,False,ENSG00000134249,ENSG00000139985,0.34556999999999993,SSD,False,False,False,False,True,11085,8747
486,CSK,MATK,0.6828802723260201,0.8989103882241493,0.7183981728017909,0.8779688668582024,False,ENSG00000103653,ENSG00000007264,0.526667,WGD,False,False,False,False,True,1445,4145
487,PAQR4,ADIPOR1,0.9335056705515608,6.202517815534433,6.21808937296125,0.9777027646911572,False,ENSG00000162073,ENSG00000159346,0.307692,SSD,False,False,False,False,True,124222,51094
488,PAQR3,ADIPOR1,0.16225839441818735,6.195174012175029,6.330433351546772,0.4385233754714051,False,ENSG00000163291,ENSG00000159346,0.318328,SSD,True,False,False,False,True,152559,51094
489,RAD51B,RAD51C,0.8770404284994064,5.342532676223079,5.313478528998889,0.9548721409133434,False,ENSG00000182185,ENSG00000108384,0.249412,SSD,True,True,True,False,True,5890,5889
490,ADSSL1,ADSS,0.6767156034873798,5.177581572199468,5.238119650451334,0.8758614730652803,False,ENSG00000185100,ENSG00000035687,0.632,WGD,False,False,False,False,True,122622,159
491,ANGPTL6,ANGPTL2,0.4134644648164936,1.2670505796400722,0.6857289178305167,0.7177477530208478,False,ENSG00000130812,ENSG00000136859,0.4574470000000001,WGD,False,False,False,False,True,83854,23452
492,FGG,ANGPTL2,0.10452841320956008,1.2408489402666971,1.976034156399527,0.33712266600742874,False,ENSG00000171557,ENSG00000136859,0.282561,SSD,True,False,False,False,True,2266,23452
493,GSTM3,GSTM1,0.05181943726059805,1.5337220628608268,2.513385824055242,0.213063201516339,False,ENSG00000134202,ENSG00000134184,0.702222,SSD,False,False,False,True,True,2947,2944
494,RRAGA,RRAGB,1.8421006286535697e-13,3.3546766858076076,2.8232978647127247,7.1293213691932815e-12,True,ENSG00000155876,ENSG00000083750,0.980831,SSD,False,False,False,False,True,10670,10325
495,ARL8B,ARL8A,0.4123595464580669,4.440264422632207,4.284456569366,0.7177477530208478,False,ENSG00000134108,ENSG00000143862,0.919355,WGD,False,False,False,False,True,55207,127829
496,MARCH9,MARCH4,0.2515335212560165,1.2496042525388211,1.00575937712426,0.5608281704344666,False,ENSG00000139266,ENSG00000144583,0.5867049999999999,SSD,False,False,False,False,True,92979,57574
497,CST6,CST3,0.11187331902245533,6.665127507934251,7.293497124026687,0.3532943876768164,False,ENSG00000175315,ENSG00000101439,0.34228200000000003,WGD,False,False,False,False,True,1474,1471
498,CALML6,CALM1,0.5057623170444228,8.125774680825987,8.351092084175,0.7803030132676867,False,ENSG00000169885,ENSG00000198668,0.370166,SSD,True,True,False,False,True,163688,801
499,FAM98C,FAM98A,0.8125918928452746,5.9318404908426885,5.876132832722727,0.9355704675219556,False,ENSG00000130244,ENSG00000119812,0.375358,WGD,False,False,False,False,True,147965,25940
500,FAM98B,FAM98A,0.2620893603015221,5.961118235933037,5.8863064358469375,0.5785686242578504,False,ENSG00000171262,ENSG00000119812,0.510393,WGD,True,True,False,False,True,283742,25940
501,ATP5MC1,ATP5MC3,0.6193846346783578,8.455658325415811,8.500406644950461,0.8519640981777572,False,ENSG00000159199,ENSG00000154518,0.720588,WGD,True,False,False,False,True,516,518
502,RHOD,RHOF,0.4646115987990319,3.545678873529896,3.908905264748889,0.7556750019116935,False,ENSG00000173156,ENSG00000139725,0.5047619999999999,SSD,True,False,False,False,True,29984,54509
503,KCNH3,KCNH8,0.5649729189559402,0.2751712344882395,0.1373580079227857,0.8172446752639454,False,ENSG00000135519,ENSG00000183960,0.4903050000000001,WGD,False,False,False,False,True,23416,131096
504,PPP6R3,PPP6R2,0.6495092475939919,4.804560327594475,4.768345302537499,0.8648004365281807,False,ENSG00000110075,ENSG00000100239,0.486917,WGD,True,True,False,False,True,55291,9701
505,KCTD5,KCTD2,0.4826637619004554,3.882210576063769,3.7890697358614998,0.7674522577770353,False,ENSG00000167977,ENSG00000180901,0.7521370000000001,WGD,False,False,False,False,True,54442,23510
506,NME3,NME1,0.2335608024280471,8.3453049072856,8.624005704614545,0.5365913514083299,False,ENSG00000103024,ENSG00000239672,0.6035499999999999,SSD,True,False,False,False,True,4832,4830
507,KRT18,KRT36,0.7808594318866798,0.05718093169747215,0.03731668632785833,0.9271431505234142,False,ENSG00000111057,ENSG00000126337,0.42093,SSD,False,False,False,False,True,3875,8689
508,YY1,YY2,0.6379407812158826,1.4190265481873268,1.4500247063837888,0.858656899576669,False,ENSG00000100811,ENSG00000230797,0.543478,SSD,True,True,False,False,True,7528,404281
509,FURIN,PCSK4,0.39088797739438,1.4925167092268716,1.5974214388033954,0.6988783468691798,False,ENSG00000140564,ENSG00000115257,0.501259,WGD,True,True,False,False,True,5045,54760
510,PCMTD2,PCMTD1,0.9160030051508218,3.9740720787380686,3.951423128766,0.9670397367204554,False,ENSG00000203880,ENSG00000168300,0.66205,WGD,False,False,False,False,True,55251,115294
511,GRHL2,GRHL1,1.945946357406932e-19,1.6173077519440695,3.2650504219216154,1.3614140092781571e-17,False,ENSG00000083307,ENSG00000134317,0.5792,WGD,False,False,False,False,True,79977,29841
512,KIFC1,KIFC3,0.17781887696656126,4.716658901788508,5.576628726911249,0.4607586000030982,False,ENSG00000237649,ENSG00000140859,0.300149,SSD,False,False,False,False,True,3833,3801
513,CDK4,CDK6,1.5584958120586498e-13,4.178753434231932,3.2485153569162803,6.299786404743744e-12,True,ENSG00000135446,ENSG00000105810,0.6963699999999999,SSD,True,True,True,False,True,1019,1021
514,GPC2,GPC6,0.8755776332620742,1.376875178628454,1.283334462165343,0.9548721409133434,False,ENSG00000213420,ENSG00000183098,0.405872,WGD,False,False,False,False,True,221914,10082
515,GPC1,GPC6,0.5308583842202319,1.371318302524144,1.7752723602818332,0.7951656026706682,False,ENSG00000063660,ENSG00000183098,0.444444,WGD,False,False,False,False,True,2817,10082
516,HNRNPA1L2,HNRNPA1,0.06510688307102441,10.603667534613123,10.772717546060774,0.2498510976923912,False,ENSG00000139675,ENSG00000135486,0.96875,SSD,True,True,False,False,True,144983,3178
517,PRKCE,PRKCH,0.6769990275589797,2.312702348530879,2.469447263160875,0.8758614730652803,False,ENSG00000171132,ENSG00000027075,0.6010850000000001,WGD,False,False,False,False,True,5581,5583
518,RAP2A,RAP2C,0.7734030421540481,4.050796283944024,4.026730560746269,0.9225050056906318,False,ENSG00000125249,ENSG00000123728,0.912568,WGD,False,False,False,False,True,5911,57826
519,ANKRD54,ASB8,0.496673770144297,3.8850818860140355,3.962097860549615,0.7741641712874692,False,ENSG00000100124,ENSG00000177981,0.226667,SSD,False,False,False,False,True,129138,140461
520,SPATA13,ARHGEF4,0.2308147791839112,2.04548538970145,1.3609043478167782,0.5341629558976265,False,ENSG00000182957,ENSG00000136002,0.293657,SSD,False,False,False,False,True,221178,50649
521,KLHDC8A,KLHDC8B,0.01676723393664643,2.8557862540403414,2.4044174797847817,0.09471925009552752,True,ENSG00000162873,ENSG00000185909,0.46,WGD,False,False,False,False,True,55220,200942
522,TSSK1B,TSSK2,0.5943507190273152,0.18930508546937813,0.2383794083253889,0.8380805875276638,False,ENSG00000212122,ENSG00000206203,0.6539510000000001,SSD,False,False,False,False,True,83942,23617
523,TSSK4,TSSK2,0.5990359416440136,0.1880893684293357,0.20874077853836487,0.8420150303506109,False,ENSG00000139908,ENSG00000206203,0.369823,SSD,False,False,False,False,True,283629,23617
524,EPC2,EPC1,0.2722933566167752,3.669291080254255,3.606870454191024,0.5889516105920808,False,ENSG00000135999,ENSG00000120616,0.55886,WGD,True,True,True,False,True,26122,80314
525,CAP1,CAP2,4.387191657108401e-12,4.063500921663168,3.040455310676903,1.628632984546976e-10,True,ENSG00000131236,ENSG00000112186,0.625263,WGD,True,False,False,False,True,10487,10486
526,PHYKPL,ETNPPL,0.4348678738370374,0.19456523380584248,0.33198858472419995,0.7358368953577404,False,ENSG00000175309,ENSG00000164089,0.64,WGD,False,False,False,False,True,85007,64850
527,ZNF625,ZNF433,0.6939093755061525,1.5388887571004677,1.6334949903869884,0.8857692309092572,False,ENSG00000257591,ENSG00000197647,0.7876340000000001,SSD,False,False,False,True,True,90589,163059
528,SKAP1,SKAP2,0.013984535722248531,3.961470588660068,3.132415909483333,0.08340285402875436,True,ENSG00000141293,ENSG00000005020,0.4373260000000001,WGD,False,False,False,False,True,8631,8935
529,HOXC10,HOXD10,0.35859895968234634,1.2635781503195385,1.40779310481442,0.6761085408290781,False,ENSG00000180818,ENSG00000128710,0.429825,WGD,False,False,False,False,True,3226,3236
530,MAP3K3,MAP3K2,0.05188583300854342,3.2853544696265686,2.7985497131800003,0.213063201516339,False,ENSG00000198909,ENSG00000169967,0.627093,WGD,True,True,False,False,True,4215,10746
531,CAD,CPS1,0.1303524700319589,2.031380349165516,1.759168997430176,0.3880706104552099,False,ENSG00000084774,ENSG00000021826,0.33303400000000005,SSD,False,False,False,True,True,790,1373
532,RASGRP1,RASGRP3,0.9808804406739192,1.2211625500225676,1.212502583909812,0.9927604937802104,False,ENSG00000172575,ENSG00000152689,0.459222,WGD,True,False,False,False,True,10125,25780
533,RASGRP2,RASGRP3,0.6208181300880686,1.2252843517875636,1.0043118425398907,0.8522778706642995,False,ENSG00000068831,ENSG00000152689,0.509031,WGD,False,False,False,False,True,10235,25780
534,AP2S1,AP1S2,0.0996000206079725,4.520323206546895,4.249150786068774,0.3284539614670762,False,ENSG00000042753,ENSG00000182287,0.411392,SSD,True,False,False,False,True,1175,8905
535,AP1S1,AP1S2,0.2368190886803516,4.300848824084176,3.7398807708688886,0.5407461410350336,False,ENSG00000106367,ENSG00000182287,0.8670889999999999,WGD,True,False,True,False,True,1174,8905
536,HOXD13,HOXA13,0.4568349361030526,1.0537430181705163,0.8649630499430201,0.7499844302991451,False,ENSG00000128714,ENSG00000106031,0.466472,WGD,False,False,False,False,True,3239,3209
537,ZDHHC16,ZDHHC6,0.4904240065639719,4.924202492160443,4.7881510478062514,0.7704718635570005,False,ENSG00000171307,ENSG00000023041,0.225464,SSD,True,False,False,True,True,84287,64429
538,PGM5,PGM1,0.4494755220714808,5.07581559308253,5.237031382233439,0.7449131164814592,False,ENSG00000154330,ENSG00000079739,0.6719579999999999,WGD,False,False,False,False,True,5239,5236
539,P2RY6,P2RY4,0.9017795971722421,0.10807710327403088,0.1020812783468,0.9637703215371964,False,ENSG00000171631,ENSG00000186912,0.390244,SSD,False,False,False,False,True,5031,5030
540,NDST1,NDST2,0.044153417195724035,3.3883394546539103,3.841795763515556,0.1930650622091875,False,ENSG00000070614,ENSG00000166507,0.706349,WGD,False,False,False,False,True,3340,8509
